"9.0.A16.201,""Антитела к тканевой трансглутаминазе, IgA"",кол.,25,8,1445,""IgA к тканевой трансглутаминазе, иммуноглобулин A к тканевой трансглутаминазе, антитела тканевой трансглутаминазе"",,test_antitela_k_tkanevoy_transglutaminaze_iga,100";;;;;;;;
"9.0.A17.201,""Антитела к тканевой трансглутаминазе, IgG"",кол.,25,8,1445,""IgG к тканевой трансглутаминазе, иммуноглобулин G к тканевой трансглутаминазе, антитела тканевой трансглутаминазе"",,test_antitela_k_tkanevoy_transglutaminaze_igg,100";;;;;;;;
"9.0.A18.201,Антитела к бета-2-гликопротеину,кол.,25,8,1605,""анализ на антитела к бета-2-гликопротеину, антитела бета-2-гликопротеину"",,test_antitela_k_beta_2_glikoproteinu,100";;;;;;;;
"9.0.A19.201,Антикератиновые антитела (АКА),п/кол.,25,9,2785,""анализ на антитела к Антикератиновые антитела, Антикератиновые антитела, АКА"",,test_antikeratinovye_antitela_aka,100";;;;;;;;
"9.0.A2.201,Антитела к односпиральной ДНК (a-ssDNА),кол.,25,8,1075,""анализ на антитела к односпиральной ДНК, Антитела к односпиральной ДНК, a-ssDNА, антитела односпиральной ДНК (a-ssDNА), ДНК (a-ssDNА), ПЦР (a-ssDNА), (a-ssDNА) ПЦР"",,test_antitela_k_odnospiralnoy_dnk_a_ssdna,100";;;;;;;;
"9.0.A20.201,Антитела к базальной мембране клубочка (БМК),кол.,25,9,2195,""анализ на антитела к базальной мембране клубочка, Антитела к базальной мембране клубочка, БМК, антитела базальной мембране клубочка (БМК)"",,test_antitela_k_bazalnoy_membrane_klubochka_bmk,100";;;;;;;;
"9.0.A21.201,Антитела к С1q фактору комплемента,кол.,25,10,2220,""анализ на антитела к С1q фактору комплемента, антитела С1q фактору комплемента"",,test_antitela_k_s1q_faktoru_komplementa,100";;;;;;;;
"9.0.A22.201,Антитела к клеткам сосудистого эндотелия (HUVEC),п/кол.,25,10,2365,""анализ на антитела к клеткам сосудистого эндотелия, Антитела к клеткам сосудистого эндотелия, HUVEC, антитела клеткам сосудистого эндотелия (HUVEC)"",,test_antitela_k_kletkam_sosudistogo_endoteliya_huvec,100";;;;;;;;
"9.0.A23.201,Антитела к гладким мышцам (АГМА),кач.,25,9,2080,""анализ на антитела к гладким мышцам, Антитела к гладким мышцам, АГМА, антитела гладким мышцам (АГМА)"",,test_antitela_k_gladkim_myshtsam_agma,100";;;;;;;;
"9.0.A24.201,""Антитела к эндомизию, IgA (AЭA)"",п/кол.,25,9,1765,""IgA к эндомизию, иммуноглобулин A к эндомизию, Антитела к эндомизию, IgA, AЭA, антитела эндомизию"",,test_antitela_k_endomiziyu_iga_aea,100";;;;;;;;
"9.0.A25.201,""Антиретикулиновые антитела IgA, IgG (APA)"",п/кол.,25,11,1730,""IgG к Антиретикулиновые антитела IgA, иммуноглобулин G к Антиретикулиновые антитела IgA, IgA к Антиретикулиновые антитела IgA, иммуноглобулин A к Антиретикулиновые антитела IgA, Антиретикулиновые антитела IgA, IgG, APA"",,test_antiretikulinovye_antitela_iga_igg_apa,100";;;;;;;;
"9.0.A26.201,Антитела к цитруллинированному виментину (анти-MCV),кол.,25,8,1920,""MCV, средний объем эритроцитов, анализ на антитела к цитруллинированному виментину, Антитела к цитруллинированному виментину, анти-MCV, антитела цитруллинированному виментину (анти-MCV)"",,test_antitela_k_tsitrullinirovannomu_vimentinu_anti_mcv,100";;;;;;;;
"9.0.A27.201,Антитела к десмосомам кожи,п/кол.,25,10,2785,""анализ на антитела к десмосомам кожи, антитела десмосомам кожи"",,test_antitela_k_desmosomam_kozhi,100";;;;;;;;
"9.0.A28.201,Антитела к базальной мембране кожи (АМБ),п/кол.,25,10,2380,""анализ на антитела к базальной мембране кожи, Антитела к базальной мембране кожи, АМБ, антитела базальной мембране кожи (АМБ)"",,test_antitela_k_bazalnoy_membrane_kozhi_amb,100";;;;;;;;
"9.0.A29.201,Антитела к миокарду (Mio),кач.,25,9,1655,""анализ на антитела к миокарду, Антитела к миокарду, антитела миокарду (Mio)"",,test_antitela_k_miokardu_mio,100";;;;;;;;
"9.0.A3.201,Антитела к ядерным антигенам (ANA),п/кол.,25,4,1325,""анализ на антитела к ядерным антигенам, Антитела к ядерным антигенам, ANA, антитела ядерным антигенам (ANA)"",,test_antitela_k_yadernym_antigenam_ana,100";;;;;;;;
"9.0.A30.201,""Антитела к дрожжам Sacchаromyces cerevisiae (ASCA), IgA"",п/кол.,25,8,1500,""IgA к дрожжам Sacchаromyces cerevisiae, иммуноглобулин A к дрожжам Sacchаromyces cerevisiae, Антитела к дрожжам Sacchаromyces cerevisiae, IgA, ASCA, антитела дрожжам Sacchаromyces cerevisiae (ASCA), IGA к дрожжам Sacchаromyces cerevisiae (ASCA)"",,test_antitela_k_drozhzham_saccharomyces_cerevisiae_asca_iga,100";;;;;;;;
"9.0.A31.201,""Антитела к дрожжам Sacchаromyces cerevisiae (ASCA), IgG"",п/кол.,25,8,1500,""IgG к дрожжам Sacchаromyces cerevisiae, иммуноглобулин G к дрожжам Sacchаromyces cerevisiae, Антитела к дрожжам Sacchаromyces cerevisiae, IgG, ASCA, антитела дрожжам Sacchаromyces cerevisiae (ASCA), IGG к дрожжам Sacchаromyces cerevisiae (ASCA)"",,test_antitela_k_drozhzham_saccharomyces_cerevisiae_asca_igg,100";;;;;;;;
"9.0.A32.201,Антитела к стероид-продуцирующим клеткам надпочечника (АСПК),п/кол.,25,10,1730,""анализ на антитела к стероид-продуцирующим клеткам надпочечника, Антитела к стероид-продуцирующим клеткам надпочечника, АСПК, антитела стероид-продуцирующим клеткам надпочечника (АСПК)"",,test_antitela_k_steroid_produtsiruyuschim_kletkam_nadpochechnika_aspk,100";;;;;;;;
"9.0.A33.201,Антинуклеарный фактор на клеточной линии HEp-2 (АНФ),п/кол.,25,9,1745,""Антинуклеарный фактор на клеточной линии HEp-2, АНФ"",,test_antinuklearnyy_faktor_na_kletochnoy_linii_hep_2_anf,100";;;;;;;;
"9.0.A34.201,""Антитела к экстрагируемому ядерному антигену, кач."",кач.,25,10,1535,""анализ на антитела к экстрагируемому ядерному антигену, антитела экстрагируемому ядерному антигену"",,test_antitela_k_ekstragiruemomu_yadernomu_antigenu_kach,100";;;;;;;;
"9.0.A4.201,""Антитела к митохондриям (AMA-М2), IgG"",кол.,25,8,2290,""IgG к митохондриям, иммуноглобулин G к митохондриям, Антитела к митохондриям, IgG, AMA-М2, антитела митохондриям (AMA-М2), IGG к митохондриям (AMA-М2)"",,test_antitela_k_mitohondriyam_ama_m2_igg,100";;;;;;;;
"9.0.A40,""Антитела к митохондриям (AMA, М1-М9) IgG, нРИФ"",п/кол.,25,9,2140,""IgG к митохондриям IgG, нРИФ, иммуноглобулин G к митохондриям IgG, Антитела к митохондриям IgG, нРИФ, AMA, М1-М9, антитела митохондриям (AMA, IGG к митохондриям (AMA, антитела к митохондриям (AMA IGG"",,test_antitela_k_mitohondriyam_ama_m1_m9_igg_nrif,100";;;;;;;;
"9.0.A42.201,""Антитела к тромбоцитам, класса IgG"",п/кол.,25,9,4125,""анализ на тромбоциты, тромбоциты кровь, PLT, IgG к тромбоцитам, класса IgG, иммуноглобулин G к тромбоцитам, антитела тромбоцитам, антитела к тромбоцитам IGG"",,test_antitela_k_trombotsitam_klassa_igg,100";;;;;;;;
"9.0.A46.201,Антитела к кардиолипину (суммарные),кол.,25,8,1560,""анализ на антитела к кардиолипину, Антитела к кардиолипину, антитела кардиолипину (суммарные)"",,test_antitela_k_kardiolipinu_summarnye,100";;;;;;;;
"9.0.A49.201,Антитела к глутаматдекарбоксилазе (GAD),кол.,25,10,2130,""анализ на антитела к глутаматдекарбоксилазе, Антитела к глутаматдекарбоксилазе, GAD, антитела глутаматдекарбоксилазе (GAD)"",,test_antitela_k_glutamatdekarboksilaze_gad,100";;;;;;;;
"9.0.A5.201,Антитела к микросомальной фракции печени и почек (anti-LKM),кол.,25,8,2075,""анализ на антитела к микросомальной фракции печени и почек, Антитела к микросомальной фракции печени и почек, anti-LKM, антитела микросомальной фракции печени и почек (anti-LKM)"",,test_antitela_k_mikrosomalnoy_fraktsii_pecheni_i_pochek_anti_lkm,100";;;;;;;;
"9.0.A50.201,Антиовариальные антитела (АОА),кол.,25,8,2075,""анализ на антитела к Антиовариальные антитела, Антиовариальные антитела, АОА"",,test_antiovarialnye_antitela_aoa,100";;;;;;;;
"9.0.A51.201,Активность ангиотензин-превращающего фермента (ACE),кол.,25,10,2425,""Активность ангиотензин-превращающего фермента, ACE"",,test_aktivnost_angiotenzin_prevraschayuschego_fermenta_ace,100";;;;;;;;
"9.0.A52.201,Антитела к аннексину V класса IgG,кол.,25,14,1945,""IgG к аннексину V класса IgG, иммуноглобулин G к аннексину V класса IgG, антитела аннексину V класса, IGG к аннексину V класса"",,test_antitela_k_anneksinu_v_klassa_igg,100";;;;;;;;
"9.0.A53.201,Антитела к аннексину V класса IgM,кол.,25,14,1945,""IgM к аннексину V класса IgM, иммуноглобулин M к аннексину V класса IgM, антитела аннексину V класса, IGM к аннексину V класса"",,test_antitela_k_anneksinu_v_klassa_igm,100";;;;;;;;
